,title,engine,power,transmission,drive_unit,color,mileage,steering,generation,price
678,"Продажа Toyota RAV4, 2010 год в Москве","бензин, 2.0 л",158 л.с.,,4WD,красный,120682,левый,3 поколение,835000
679,"Продажа Mercedes-Benz S-Class, 2010 год в Москве","бензин, 5.5 л",388 л.с.,автомат,4WD,черный,298371,левый,"5 поколение, рестайлинг",870000
680,"Продажа BMW X6, 2013 год в Москве","бензин, 3.0 л",306 л.с.,автомат,4WD,красный,67727,левый,"1 поколение, рестайлинг",1599000
681,"Продажа Mercedes-Benz GL-Class, 2013 год в Москве","дизель, 3.0 л",258 л.с.,автомат,4WD,коричневый,75882,левый,2 поколение,2125000
682,"Продажа Hyundai Santa Fe, 2007 год в Москве","бензин, 2.7 л",189 л.с.,автомат,4WD,синий,234377,левый,2 поколение,479000
683,"Продажа Audi Q8, 2019 год в Москве","бензин, 3.0 л",340 л.с.,автомат,4WD,белый,15000,левый,,5600000
684,"Продажа Mercedes-Benz GLK-Class, 2011 год в Москве","дизель, 2.1 л",170 л.с.,автомат,4WD,коричневый,113848,левый,1 поколение,1092300
685,"Продажа Kia Ceed, 2013 год в Москве","бензин, 1.6 л",129 л.с.,автомат,передний,серый,82271,левый,2 поколение,680882
686,"Продажа Audi S5, 2017 год в Москве","бензин, 3.0 л",354 л.с.,автомат,4WD,серый,29100,левый,2 поколение,3491000
687,"Продажа Volvo XC70, 2010 год в Москве","дизель, 2.4 л",174 л.с.,автомат,передний,коричневый,195543,левый,3 поколение,770000
688,"Продажа Audi A7, 2010 год в Москве","бензин, 3.0 л",300 л.с.,автомат,4WD,синий,143000,левый,1 поколение,945000
689,"Продажа Suzuki SX4, 2011 год в Москве","бензин, 1.6 л",112 л.с.,механика,передний,черный,156117,левый,,427000
690,"Продажа Nissan X-Trail, 2015 год в Москве","бензин, 2.0 л",144 л.с.,автомат,передний,синий,77559,левый,3 поколение,1067000
691,"Продажа Hyundai Solaris, 2017 год в Москве","бензин, 1.6 л",123 л.с.,автомат,передний,белый,83242,левый,,747000
692,"Продажа Volkswagen Polo, 2019 год в Москве","бензин, 1.6 л",110 л.с.,автомат,передний,белый,22800,левый,"5 поколение, рестайлинг",867000
693,"Продажа Kia Rio, 2013 год в Москве","бензин, 1.4 л",107 л.с.,автомат,передний,синий,141400,левый,3 поколение,447000
694,"Продажа Opel Mokka, 2014 год в Москве","бензин, 1.8 л",140 л.с.,механика,передний,серый,34600,левый,1 поколение,747000
695,"Продажа BMW 3-Series, 2011 год в Москве","бензин, 2.0 л",136 л.с.,автомат,задний,коричневый,92000,левый,"5 поколение, рестайлинг",677000
696,"Продажа Nissan Pathfinder, 2012 год в Москве","дизель, 2.5 л",190 л.с.,автомат,4WD,серый,99973,левый,"3 поколение, рестайлинг",1187000
697,"Продажа Volkswagen Jetta, 2015 год в Москве","бензин, 1.4 л",122 л.с.,механика,передний,серебристый,95000,левый,"6 поколение, рестайлинг",717000
698,"Продажа Hyundai Solaris, 2011 год в Москве","бензин, 1.6 л",123 л.с.,механика,передний,белый,58000,левый,1 поколение,437000
699,"Продажа BMW X6, 2017 год в Москве","бензин, 4.4 л",575 л.с.,автомат,4WD,синий,36151,левый,2 поколение,4689000
700,"Продажа Toyota Land Cruiser Prado, 2009 год в Москве","бензин, 2.7 л",163 л.с.,автомат,4WD,черный,172128,левый,,1467000
701,"Продажа Volvo XC90, 2007 год в Москве","бензин, 2.5 л",210 л.с.,автомат,4WD,серый,237003,левый,"1 поколение, рестайлинг",678000
702,"Продажа Mazda CX-5, 2014 год в Москве","бензин, 2.0 л",150 л.с.,автомат,передний,серый,104943,левый,1 поколение,1068000
703,"Продажа Citroen C4, 2012 год в Москве","бензин, 1.6 л",120 л.с.,автомат,передний,черный,92376,левый,2 поколение,437000
704,"Продажа Volkswagen Golf Plus, 2012 год в Москве","бензин, 1.6 л",102 л.с.,механика,передний,серебристый,148000,левый,"5 поколение, рестайлинг",397000
705,"Продажа Audi A6, 2020 год в Москве","бензин, 2.0 л",190 л.с.,автомат,передний,черный,1210,левый,,2866293
706,"Продажа Audi A3, 2020 год в Москве","бензин, 1.4 л",150 л.с.,автомат,передний,синий,1450,левый,"3 поколение, рестайлинг",1767996
707,"Продажа Audi A3, 2020 год в Москве","бензин, 1.4 л",150 л.с.,автомат,передний,серый,810,левый,"3 поколение, рестайлинг",1637922
708,"Продажа Opel Insignia, 2014 год в Москве","бензин, 1.6 л",170 л.с.,автомат,передний,коричневый,80566,левый,"1 поколение, рестайлинг",798000
709,"Продажа Kia Stinger, 2018 год в Москве","бензин, 2.0 л",247 л.с.,автомат,4WD,синий,59766,левый,1 поколение,1698000
710,"Продажа Cadillac SRX, 2014 год в Москве","бензин, 3.0 л",249 л.с.,автомат,4WD,серый,73425,левый,"2 поколение, рестайлинг",1157000
711,"Продажа Jaguar XJ, 2012 год в Москве","дизель, 3.0 л",275 л.с.,автомат,задний,зеленый,114545,левый,9 поколение,1238000
712,"Продажа Suzuki SX4, 2013 год в Москве","бензин, 1.6 л",112 л.с.,механика,передний,серебристый,75080,левый,"1 поколение, рестайлинг",560000
713,"Продажа Kia Ceed, 2012 год в Москве","бензин, 1.6 л",129 л.с.,автомат,передний,красный,161800,левый,2 поколение,549000
714,"Продажа Mercedes-Benz GLC, 2016 год в Москве","дизель, 2.1 л",204 л.с.,автомат,4WD,белый,55249,левый,1 поколение,2499000
715,"Продажа Suzuki SX4, 2013 год в Москве","бензин, 1.6 л",112 л.с.,механика,передний,серебристый,75080,левый,"1 поколение, рестайлинг",560000
716,"Продажа Kia Ceed, 2012 год в Москве","бензин, 1.6 л",129 л.с.,автомат,передний,красный,161800,левый,2 поколение,549000
717,"Продажа Mercedes-Benz GLC, 2016 год в Москве","дизель, 2.1 л",204 л.с.,автомат,4WD,белый,55249,левый,1 поколение,2499000
718,"Продажа SsangYong Kyron, 2014 год в Москве","бензин, 2.3 л",150 л.с.,механика,4WD,черный,111472,левый,"1 поколение, рестайлинг",599000
719,"Продажа Nissan X-Trail, 2017 год в Москве","бензин, 2.0 л",144 л.с.,,передний,белый,78747,левый,3 поколение,1115000
720,"Продажа Mercedes-Benz GLC, 2019 год в Москве","бензин, 2.0 л",211 л.с.,автомат,4WD,черный,16766,левый,1 поколение,2798000
721,"Продажа Mercedes-Benz E-Class, 2011 год в Москве","бензин, 1.8 л",184 л.с.,автомат,задний,белый,170196,левый,4 поколение,824000
